published,channel_title,channel_id,title,url,video_id,description,viewCount,likeCount,commentCount,duration
2025-08-15T14:09:56Z,Alex Kantrowitz,UCye1YedIypHffYb8k6Gp9wg,Is Generative AI a Cybersecurity Disaster Waiting to Happen? — With Yinon Costica,https://www.youtube.com/watch?v=lATVlT5F-P0,lATVlT5F-P0,"Yinon Costica is the co-founder and VP of product at Wiz, which sold to Google for $32 billion in cash. Costica joins Big Technology Podcast to discuss the extent of the cybersecurity threats that generative AI is creating, from vulnerabilities in AI software to the risks involved in “vibe coding.” Tune in to hear how attackers are using AI, why defenders face new asymmetries, and what guardrails organizations need now. We also cover Google’s $32 billion acquisition of Wiz, the DeepSeek controversy, post-quantum cryptography, and the future risks of autonomous vehicles and humanoid robots. Hit play for a sharp, accessible look at the cutting edge of AI and cybersecurity.

---
Enjoying Big Technology Podcast? Please rate us five stars ⭐⭐⭐⭐⭐ in your podcast app of choice.
Want a discount for Big Technology on Substack + Discord? Here’s 25% off for the first year: https://www.bigtechnology.com/subscribe?coupon=0843016b
Questions? Feedback? Write to: bigtechnologypodcast@gmail.com

00:00 O …",1,0,1,
2025-09-22T12:00:46Z,Latent Space,UCxBcwypKK-W3GHd_RZ9FZrQ,AI Strategy From POCs to Production,https://www.youtube.com/watch?v=OZp3u8u8i_A,OZp3u8u8i_A,,152,1,0,PT54S
2025-09-22T13:01:51Z,a16z,UC9cn0TuPq4dnbTY-CBsm8XA,"Dylan Patel on the AI Chip Race - NVIDIA, Intel & the US Government vs. China",https://www.youtube.com/watch?v=vvlE8-MzxyA,vvlE8-MzxyA,"Nvidia’s $5 billion investment in Intel is one of the biggest surprises in semiconductors in years. Two longtime rivals are now teaming up, and the ripple effects could reshape AI, cloud, and the global chip race.

To make sense of it all, Erik Torenberg is joined by Dylan Patel, chief analyst at SemiAnalysis, joins Sarah Wang, general partner at a16z, and Guido Appenzeller, a16z partner and former CTO of Intel’s Data Center and AI business unit. Together, they dig into what the deal means for Nvidia, Intel, AMD, ARM, and Huawei; the state of US-China tech bans; Nvidia’s moat and Jensen Huang’s leadership; and the future of GPUs, mega data centers, and AI infrastructure.

Timecodes: 
0:00  Introduction
0:29  Nvidia and Intel: Unlikely Allies
2:11  Investment and Capital in Semiconductors
4:27  The Impact on AMD and ARM
5:21  China’s AI Chip Race: Huawei’s Rise
14:01  The HBM Bottleneck and Manufacturing
19:00  Nvidia’s Global Competition: The Huawei Threat
22:32  Jensen’s Next Move: Nv …",13811,,44,PT1H38M58S
2025-09-22T14:00:10Z,Masters of Scale,UCiemDAS1bXMBTx3jIIOukFg,Finding entrepreneurial success after loss (with Janice Omadeke) | Masters of Scale,https://www.youtube.com/watch?v=2Ly1xJ7Wj6k,2Ly1xJ7Wj6k,"Janice Omadeke, founder of The Mentor Method, shares the deeply personal story behind her mission to create healthier workplaces through mentorship.

After losing her mother to pancreatic cancer — and witnessing how toxic work expectations overshadowed her mom’s final months — Janice channeled her grief into building a company that connects people to mentors who open doors to better careers and supportive cultures.

In conversation with Masters of Scale host Jeff Berman, she reflects on balancing entrepreneurship with loss, how therapy and coaching helped her process grief, and why she’s determined to ensure no one feels trapped in a job that costs them their well-being.

📫 THE MASTERS OF SCALE NEWSLETTER
35,000+ read our free weekly newsletter packed with insights from the world’s most iconic business leaders. Sign up: https://hubs.la/Q01RPQH-0

🎧 LISTEN TO THE PODCAST
Apple Podcasts: https://mastersofscale.com/ApplePodcasts
Spotify: https://mastersofscale.com/Spotify

💻 LEARN MORE
Ou …",29,0,0,PT8M5S
2025-09-22T14:05:00Z,20VC with Harry Stebbings,UCf0PBRjhf0rF8fWBIxTuoWA,"General Catalyst CEO, Hemant Taneja: Lessons Scaling GC to $40BN in AUM",https://www.youtube.com/watch?v=DWvYbRzC-g0,DWvYbRzC-g0,"Hemant Taneja is the CEO and leader of General Catalyst, the firm he has scaled over the last decade into one of the largest with over $40BN in AUM. He has been one of the most influential investors of the past two decades, leading early bets in Stripe, Snap, Gusto, Samsara, Grammarly, and Canva. He also played a pivotal role in Livongo’s $18.5B merger with Teladoc, one of the largest digital health deals in history.
-----------------------------------------------

Timestamps:

00:00 Intro
01:16 Is Hemant a CEO or an Investor?
06:15 Explaining Returns to Different LP Classes
10:25 Mapping Markets at Scale
14:20 No One is Talking About the True Impact of AI on Jobs
22:18 Is Hemant Concerned by the Concentration of Value in MAG 7?
25:33 Has Trump Done More to Hurt or Help the US?
33:06 GC’s Anthropic Investment: Upside from a $60BN Price
42:01 Does Revenue Growth Matter in a World of AI
46:29 The Risks of an AI-Driven Economy
56:38 Lessons from Covid-Era Market Shifts
01:01:45 Investing  …",4001,68,3,PT1H38M5S
2025-09-22T14:13:51Z,20VC with Harry Stebbings,UCf0PBRjhf0rF8fWBIxTuoWA,"Triple Triple, Double Double is D**d 💀",https://www.youtube.com/watch?v=qp09jvOhxR4,qp09jvOhxR4,"#20VC with General Catalyst Co-Founder & CEO Hemant Taneja. Link in bio.
—
#HarryStebbings #Business #shorts",2600,66,0,PT44S
2025-09-22T16:00:48Z,Acquired,UCyFqFYfTW2VoIQKylJ04Rtw,Shopify CEO on Leadership,https://www.youtube.com/watch?v=SHqy5P-l10E,SHqy5P-l10E,"Shopify CEO on Leadership

#business #podcast #leadership

Listen to the full ACQ2 episode 🎙️ How to Live in Everyone Else's Future (with Shopify CEO Tobi Lütke)",1998,34,0,PT33S
2025-09-22T16:49:54Z,a16z,UC9cn0TuPq4dnbTY-CBsm8XA,Mark Cuban on AI,https://www.youtube.com/watch?v=29hDuuMtN3w,29hDuuMtN3w,"Mark Cuban on being AI native: “If you’re an AI native, you can walk into a small company and say, I can help you.”

Leveraging AI as a core skillset makes you immediately valuable to any business.",2393,,2,PT13S
2025-09-22T19:00:17Z,Latent Space,UCxBcwypKK-W3GHd_RZ9FZrQ,Brand Matters in App Economy,https://www.youtube.com/watch?v=JRF4G7EjD4Y,JRF4G7EjD4Y,,39,0,0,PT54S
2025-09-22T19:12:47Z,Alex Kantrowitz,UCye1YedIypHffYb8k6Gp9wg,"How We Use ChatGPT, Meta’s New AI Glasses, Can Jimmy Kimmel Be Canceled?",https://www.youtube.com/watch?v=wBPTgrMOoX8,wBPTgrMOoX8,"Ranjan Roy from Margins is back for our weekly discussion of the latest tech news. We cover: 1) OpenAI tells us how people use ChatGPT 2) Practical guidance is the top use of ChatGPT 3) Is generative AI actually a threat to search given the use cases? 4) OpenAI has a very broad definition of 'doing' or agent work 5) The hidden impact of AI 'decision support' in the economy 6) People trust AI bots massively - is that bad? 7) ChatGPT's massive growth 8) Anthropic shares Claude's economic uses 9) Automation is surpassing augmentation for AI in work 10) Will Meta's AI glasses hit? 11) Can Jimmy Kimmel build an audience off-ABC? 12) Will the next Jimmy Kimmel be a youtube/rpodcaster?

Chapters

00:00 Introduction to AI Usage and Trends
02:45 Exploring ChatGPT and Claude's Use Cases
05:28 The Role of Practical Guidance in AI
08:31 Understanding User Engagement with AI
11:43 The Shift from Thought Partner to Agent
14:29 AI's Impact on Trust and Decision Making
17:19 The Future of AI in Work a …",1127,23,10,PT54M6S
