published,channel_title,channel_id,title,url,video_id,description,viewCount,likeCount,commentCount,duration
2025-09-29T12:01:13Z,Latent Space,UCxBcwypKK-W3GHd_RZ9FZrQ,Humans Are Bad at This AI Task 🤯,https://www.youtube.com/watch?v=cM2fmuqWAUo,cM2fmuqWAUo,Mind-blowing insight: Why humans are actually terrible at judging AI training data quality. The surprising study that changed everything about how we think about data curation.,686,3,0,PT1M11S
2025-09-29T13:00:54Z,a16z,UC9cn0TuPq4dnbTY-CBsm8XA,Anduril CEO: China Has Scale. Can America Catch Up?,https://www.youtube.com/watch?v=ShkxpBoObCQ,ShkxpBoObCQ,"Ben, Marc, and Erik Torenberg are joined by Brian Schimpf, Cofounder & CEO of Anduril, and Chris Power, Founder & CEO of Hadrian. Together, they dig into America’s defense production gap: why the U.S. can out-innovate but not out-produce, and what it will take to turn that around.

They discuss why U.S. war games show we run out of munitions in a week, the myth of “exquisite-only” systems, how to rebuild industrial capacity with software-led automation, financing factories like data centers, and what it takes to create real deterrence in a Taiwan scenario.

Timecodes: 
0:00   Introduction 
0:34   The Myth of Technical Superiority
3:12   Erosion of US Manufacturing
6:39   Challenges in Rebuilding Industrial Capacity
8:45   The Skilled Labor Crisis
10:37   Factory-First Strategy and Supply Chain Bottlenecks
15:01   Automation and the Future of Manufacturing
17:11   Supply Chain Vulnerabilities
20:52   Why Wartime Ramp-Ups Don’t Work Today
22:49   Rebuilding Supply Chain and Policy Fixes
 …",6892,,87,PT55M58S
2025-09-29T14:02:09Z,20VC with Harry Stebbings,UCf0PBRjhf0rF8fWBIxTuoWA,"""The Countries that Control Compute Will Control AI""",https://www.youtube.com/watch?v=pf7UQuOmw74,pf7UQuOmw74,"#20VC with Groq Founder & CEO Jonathan Ross. Link in bio.
—
#HarryStebbings #Business #shorts",5972,176,0,PT46S
2025-09-29T14:10:38Z,20VC with Harry Stebbings,UCf0PBRjhf0rF8fWBIxTuoWA,"Groq Founder, Jonathan Ross: OpenAI & Anthropic Will Build Their Own Chips & Will NVIDIA Hit $10TRN",https://www.youtube.com/watch?v=VfIK5LFGnlk,VfIK5LFGnlk,"Jonathan Ross is the Founder & CEO of Groq, the AI chip company redefining inference at scale. Under his leadership, Groq has raised over $3B from top investors. The company has reached a valuation of nearly $7B, positioning itself as one of NVIDIA’s most formidable challengers. Previously at Google, Jonathan led the team that built the first Tensor Processing Unit (TPU), making him one of the leading architects of modern AI hardware.
-----------------------------------------------

Timestamps:

00:00 Intro
01:10 Analyzing the Current Market Landscape
03:33 Why the Hyperscalers Have to Keep Spending Recklessly on AI
12:35 Why OpenAI and Anthropic Will Have to Build Their Own Chips
18:14 OpenAI and Anthropic Will be $5BN Companies: The Bull Case
28:20 Why China is Behind the US in AI and Deepseek is More Expensive to Run
34:37 How Europe Could Compete in AI and Why the US is More Risk Averse Than Europe
37:21 Why We Have to Have Nuclear Energy and How to Bring it Back
48:16 Deflationary …",7604,279,40,PT1H31M20S
2025-09-29T16:56:18Z,Dwarkesh Patel,UCXl4i9dYBrFOabk0xGmbkRA,The Most Overlooked Difference Between WW1 and WW2 - Sarah Paine,https://www.youtube.com/watch?v=YmKESc0Blt4,YmKESc0Blt4,,19076,970,12,PT40S
2025-09-29T17:00:35Z,Masters of Scale,UCiemDAS1bXMBTx3jIIOukFg,How trust has evolved through #history | Masters of Scale,https://www.youtube.com/watch?v=NB0m14V_MyM,NB0m14V_MyM,"What makes us trust — and how has that changed throughout history? Trust expert Rachel Botsman explains the three major chapters of trust: from local trust rooted in proximity and reputation, to institutional trust built on systems like brands, to today’s era of distributed trust powered by technology. In conversation with Masters of Scale host Jeff Berman, she explores how we’ve gone from trusting neighbors to trusting strangers through platforms and digital networks.

📫 THE MASTERS OF SCALE NEWSLETTER
35,000+ read our free weekly newsletter packed with insights from the world’s most iconic business leaders. Sign up: https://hubs.la/Q01RPQH-0

🎧 LISTEN TO THE PODCAST
Apple Podcasts: https://mastersofscale.com/ApplePodcasts
Spotify: https://mastersofscale.com/Spotify

💻 LEARN MORE
Our website: https://mastersofscale.com

🚀 JOIN OUR COMMUNITY
LinkedIn: https://linkedin.com/showcase/11096326
Facebook: https://facebook.com/mastersofscale
Instagram: https://instagram.com/mastersofscale
X/T …",421,9,0,PT50S
2025-09-29T17:00:52Z,20VC with Harry Stebbings,UCf0PBRjhf0rF8fWBIxTuoWA,The Future of AI Chips,https://www.youtube.com/watch?v=e2K_ns85GFg,e2K_ns85GFg,"#20VC with Groq Founder & CEO Jonathan Ross. Link in bio.
—
#HarryStebbings #Business #shorts",5999,101,0,PT17S
2025-09-29T17:54:06Z,Alex Kantrowitz,UCye1YedIypHffYb8k6Gp9wg,"OpenAI’s & NVIDIA's $100 Billion Marriage, Meta’s Sloppy Vibes, TikTok Deal Arrives?",https://www.youtube.com/watch?v=KHHb09BsFJY,KHHb09BsFJY,"Ranjan Roy from Margins is back for our weekly discussion of the latest tech news. We cover: 1) Nvidia invests $100 billion in OpenAI 2) Will the money ever get there? 3) Do AI companies have to make money eventually? 4) What has to happen for OpenAI to return NVIDIA's investment? 5) Is another financial crisis coming? 6) OpenAI's new Pulse feature 7) Is Pulse a precursor to ChatGPT ads? 8) Meta's new Vibes feed of AI slop 9) TikTok deal is on the table 10) Ranjan says TIkTok deal isn't happening 11) A promise to be less gloom and doom next week :)

Chapters

00:00 Nvidia's $100 Billion Investment in OpenAI
12:28 The Economics of AI Spending
39:30 OpenAI's ChatGPT Pulse: A New Era of Personalization
45:27 Meta's Vibes: The Rise of AI-Generated Content
50:53 The TikTok Deal: National Security and Valuation Concerns

---
Enjoying Big Technology Podcast? Please rate us five stars ⭐⭐⭐⭐⭐ in your podcast app of choice.
Want a discount for Big Technology on Substack + Discord? Here’s 25% off  …",1416,52,5,PT58M43S
2025-09-29T19:00:05Z,Latent Space,UCxBcwypKK-W3GHd_RZ9FZrQ,Stop Saying RAG  It’s Context Engineering,https://www.youtube.com/watch?v=6nSL3iMdKOk,6nSL3iMdKOk,Jeff reveals his dislike for the term “RAG” and introduces the real job of AI startups: context engineering. A moment that reframes how we think about building with LLMs.,75,1,0,PT47S
2025-09-29T19:52:19Z,"No Priors: AI, Machine Learning, Tech, & Startups",UCSI7h9hydQ40K5MJHnCrQvw,The Slow Path to AGI,https://www.youtube.com/watch?v=jsT6HEZJd9E,jsT6HEZJd9E,"Alexandr explains why the road to AGI looks less like a single breakthrough and more like curing cancer: decades of solving hard, isolated problems with limited transfer between them.

#ai #podcast",657,17,0,PT43S
